,SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
41,22019,1610612749,MIL,Milwaukee Bucks,0021900347,2019-12-09,MIL vs. ORL,W,240,110,43,92,0.467,16,41,0.39,8,15,0.533,10,44,54,30,7,4,14,19,9.0
42,22019,1610612749,MIL,Milwaukee Bucks,0021900327,2019-12-06,MIL vs. LAC,W,240,119,44,94,0.468,14,36,0.389,17,21,0.81,13,40,53,29,11,6,15,23,28.0
43,22019,1610612749,MIL,Milwaukee Bucks,0021900307,2019-12-04,MIL @ DET,W,240,127,44,90,0.489,14,35,0.4,25,27,0.926,10,45,55,25,7,8,14,18,24.0
44,22019,1610612749,MIL,Milwaukee Bucks,0021900297,2019-12-02,MIL vs. NYK,W,240,132,48,86,0.558,16,35,0.457,20,32,0.625,10,47,57,30,7,4,13,23,44.0
45,22019,1610612749,MIL,Milwaukee Bucks,0021900283,2019-11-30,MIL vs. CHA,W,241,137,54,96,0.563,20,44,0.455,9,15,0.6,7,46,53,41,7,3,7,13,41.0
46,22019,1610612749,MIL,Milwaukee Bucks,0021900270,2019-11-29,MIL @ CLE,W,239,119,45,88,0.511,12,34,0.353,17,23,0.739,11,36,47,28,7,4,13,15,9.0
47,22019,1610612749,MIL,Milwaukee Bucks,0021900261,2019-11-27,MIL vs. ATL,W,240,111,42,88,0.477,10,34,0.294,17,27,0.63,10,37,47,25,6,11,14,23,9.0
48,22019,1610612749,MIL,Milwaukee Bucks,0021900248,2019-11-25,MIL vs. UTA,W,240,122,43,97,0.443,13,41,0.317,23,29,0.793,15,34,49,21,6,6,9,15,4.0
49,22019,1610612749,MIL,Milwaukee Bucks,0021900233,2019-11-23,MIL vs. DET,W,239,104,41,84,0.488,13,37,0.351,9,18,0.5,9,40,49,25,10,8,21,14,14.0
50,22019,1610612749,MIL,Milwaukee Bucks,0021900213,2019-11-21,MIL vs. POR,W,240,137,50,106,0.472,16,43,0.372,21,26,0.808,18,40,58,32,7,3,12,20,8.0
51,22019,1610612749,MIL,Milwaukee Bucks,0021900204,2019-11-20,MIL @ ATL,W,241,135,46,87,0.529,17,43,0.395,26,34,0.765,8,38,46,25,6,8,19,25,8.0
52,22019,1610612749,MIL,Milwaukee Bucks,0021900192,2019-11-18,MIL @ CHI,W,241,115,38,82,0.463,15,41,0.366,24,35,0.686,8,40,48,24,12,9,15,16,14.0
53,22019,1610612749,MIL,Milwaukee Bucks,0021900176,2019-11-16,MIL @ IND,W,240,102,43,96,0.448,11,39,0.282,5,7,0.714,8,47,55,23,6,8,14,13,19.0
54,22019,1610612749,MIL,Milwaukee Bucks,0021900163,2019-11-14,MIL vs. CHI,W,241,124,42,88,0.477,6,33,0.182,34,47,0.723,17,41,58,24,9,4,22,22,9.0
55,22019,1610612749,MIL,Milwaukee Bucks,0021900135,2019-11-10,MIL @ OKC,W,239,121,47,83,0.566,11,28,0.393,16,18,0.889,5,43,48,27,9,4,22,21,2.0
56,22019,1610612749,MIL,Milwaukee Bucks,0021900124,2019-11-08,MIL @ UTA,L,241,100,34,95,0.358,10,36,0.278,22,30,0.733,16,38,54,14,8,4,12,26,-3.0
57,22019,1610612749,MIL,Milwaukee Bucks,0021900111,2019-11-06,MIL @ LAC,W,241,129,42,98,0.429,18,49,0.367,27,34,0.794,14,40,54,18,7,11,15,28,5.0
58,22019,1610612749,MIL,Milwaukee Bucks,0021900094,2019-11-04,MIL @ MIN,W,242,134,50,93,0.538,14,39,0.359,20,30,0.667,11,46,57,24,8,6,17,20,28.0
59,22019,1610612749,MIL,Milwaukee Bucks,0021900082,2019-11-02,MIL vs. TOR,W,238,115,41,89,0.461,13,38,0.342,20,25,0.8,10,41,51,30,4,7,11,22,10.0
60,22019,1610612749,MIL,Milwaukee Bucks,0021900071,2019-11-01,MIL @ ORL,W,238,123,47,93,0.505,17,47,0.362,12,18,0.667,11,47,58,24,11,4,13,19,32.0
61,22019,1610612749,MIL,Milwaukee Bucks,0021900058,2019-10-30,MIL @ BOS,L,240,105,38,82,0.463,14,45,0.311,15,24,0.625,5,40,45,21,3,4,15,21,-11.0
62,22019,1610612749,MIL,Milwaukee Bucks,0021900046,2019-10-28,MIL vs. CLE,W,238,129,48,92,0.522,17,38,0.447,16,24,0.667,8,42,50,29,9,7,12,15,17.0
63,22019,1610612749,MIL,Milwaukee Bucks,0021900026,2019-10-26,MIL vs. MIA,L,265,126,41,94,0.436,17,54,0.315,27,35,0.771,5,42,47,22,8,4,18,32,-5.0
64,22019,1610612749,MIL,Milwaukee Bucks,0021900015,2019-10-24,MIL @ HOU,W,240,117,46,99,0.465,16,46,0.348,9,18,0.5,6,47,53,31,7,10,11,27,6.0
65,12019,1610612749,MIL,Milwaukee Bucks,0011900071,2019-10-17,MIL vs. MIN,W,238,118,43,84,0.512,11,40,0.275,21,26,0.808,9,49,58,26,8,12,21,25,22.0
66,12019,1610612749,MIL,Milwaukee Bucks,0011900051,2019-10-13,MIL @ WAS,W,240,115,40,80,0.5,12,34,0.353,23,24,0.958,5,39,44,26,5,4,23,30,7.0
67,12019,1610612749,MIL,Milwaukee Bucks,0011900043,2019-10-11,MIL @ DAL,W,240,118,42,84,0.5,17,40,0.425,17,24,0.708,4,43,47,30,8,5,19,29,7.0
68,12019,1610612749,MIL,Milwaukee Bucks,0011900029,2019-10-09,MIL vs. UTA,W,241,133,50,88,0.568,15,36,0.417,18,27,0.667,3,39,42,29,9,7,17,26,34.0
69,12019,1610612749,MIL,Milwaukee Bucks,0011900016,2019-10-07,MIL @ CHI,W,242,122,42,88,0.477,17,46,0.37,21,25,0.84,11,48,59,24,11,9,25,29,10.0
70,22019,1610612749,MIL,Milwaukee Bucks,1521900071,2019-07-12,MIL vs. POR,L,200,84,32,77,0.416,11,38,0.289,9,12,0.75,6,25,31,20,7,1,14,24,-12.0
71,22019,1610612749,MIL,Milwaukee Bucks,1521900057,2019-07-10,MIL vs. CHN,W,200,84,26,64,0.406,12,32,0.375,20,27,0.741,5,24,29,15,8,0,12,20,17.0
72,22019,1610612749,MIL,Milwaukee Bucks,1521900036,2019-07-08,MIL @ MIN,L,202,91,33,82,0.402,12,37,0.324,13,19,0.684,10,38,48,13,6,5,16,20,-9.0
73,22019,1610612749,MIL,Milwaukee Bucks,1521900013,2019-07-06,MIL vs. ATL,W,198,89,33,76,0.434,12,33,0.364,11,21,0.524,11,34,45,22,6,0,17,23,-3.8
74,22019,1610612749,MIL,Milwaukee Bucks,1521900002,2019-07-05,MIL vs. PHI,L,201,106,32,78,0.41,10,30,0.333,32,41,0.78,11,26,37,18,9,4,21,28,-6.2
